"id","category","description","name","price","restaurant_id"
3036,Drinks,"",Coke Zero,20.0,80
3037,Sides,"Soup, slaw, and veggies.",Sides  3,30.0,80
3038,Tacos,"Salmon, salsa, summer slaw, and house cjl.",Bear's Bread,72.0,80
3039,Tacos,"Sous vide duck confit, mango habanero salsa, arugula, and pickled red onion.",Da Vinci,72.0,80
3040,Sides,"",Miss Vickie’s Jalapeno,17.0,81
3041,Sides,"",Lay’s® Classic,19.0,81
3042,Sides,"",Baked Lay’s®,19.0,81
3043,Sides,"",Doritos® Nacho Cheese,19.0,81
3044,Sides,"",SunChips® Harvest Cheddar,19.0,81
3045,Sides,"",Chocolate Chip Cookie,11.0,81
3046,Sides,"",White Chip Macadamia Nut Cookie,11.0,81
3047,Sides,"",Oatmeal Raisin Cookie,11.0,81
3048,Footlong Hot Subs,The Black Forest Ham has never been better. Load it up with all the crunchy veggies you like on your choice of freshly baked bread.,Black Forest Ham Sub (Footlong),94.0,81
3049,Footlong Hot Subs,"Saddle up & try the fresh-toasted Chicken & Bacon Ranch Melt sandwich. Stuffed with melted Monterey cheddar cheese, tender all-white-meat chicken with seasoning and marinade, crispy bacon, ranch dressing, and your choice of crisp veggies.",Chicken and Bacon Ranch Melt (Footlong),118.0,81
3050,Footlong Hot Subs,"Can't decide what kind of meat you want? Get them all. The Cold Cut Combo is stacked with turkey-based ham, salami and bologna. This combo has a little bit of everything.",Cold Cut Combo Sub (Footlong),91.0,81
3051,Footlong Hot Subs,"This all-time Italian classic is filled with Genoa salami, spicy pepperoni, and Black Forest ham. Get it made the way you say with your favorite veggies on freshly baked bread.",Italian B.M.T.® (Footlong),106.0,81
3052,Footlong Hot Subs,"A Subway® Restaurants favorite. Enjoy Italian style meatballs drenched in irresistible marinara sauce, served on freshly baked bread.",Meatball Marinara Sub (Footlong),92.0,81
3053,Footlong Hot Subs,The Oven Roasted Chicken you love is piled high atop freshly baked bread with your choice of toppings.,Oven Roasted Chicken Sub (Footlong),105.0,81
3054,Footlong Hot Subs,"It’s alright to flip out over our chicken. The Rotisserie-Style Chicken sandwich is made with tender, hand-pulled chicken with seasoning and marinade, and raised without antibiotics. Try it with melted cheese and crisp veggies on freshly baked bread.",Rotisserie-Style Chicken Sub (Footlong),115.0,81
3055,Footlong Hot Subs,"A blend of pepperoni and salami, topped with cheese—try it with hot peppers, or your choice of crisp veggies and condiments served on freshly baked bread.",Spicy Italian Sub (Footlong),94.0,81
3056,Footlong Hot Subs,"The two most elemental, irresistible ingredients in the world - piled high onto freshly baked bread and your choice of crisp veggies.",Steak & Cheese Sub (Footlong),117.0,81
3682,Milk Teas,"",D3. Oreo Milk Tea,0.0,95
3057,Footlong Hot Subs,"Tender sliced turkey breast, lean roast beef and tasty Black Forest ham come together with your choice of fresh veggies for a flavor fiesta. Try it today on freshly baked bread and experience all the deliciosity.",Subway Club® Sub (Footlong),116.0,81
3058,Footlong Hot Subs,This gourmet specialty is a flavorful blend of tender teriyaki-glazed chicken strips and our own fat-free sweet onion sauce.,Sweet Onion Chicken Teriyaki Sub (Footlong),114.0,81
3059,Footlong Hot Subs,"Our tasty Tuna sandwich is simply sumptuous. Flaked tuna, mixed with mayo, and your choice of veggies, this local favorite can be built to suit your craving.",Tuna Sub (Footlong),105.0,81
3060,Footlong Hot Subs,"Dive into tender turkey breast piled sky-high with everything from lettuce and tomatoes to banana peppers and onion, if you’re feeling spicy.",Turkey Breast Sub (Footlong),106.0,81
3061,Footlong Hot Subs,"Crispy, crunchy and classically delicious. The Veggie Delite® is proof that a veggie sandwich can be high in flavor. Try a delicious combination of lettuce, tomatoes, green peppers, cucumbers and onions with your choice of condiments on freshly baked bread.",Veggie Delite® Sub (Footlong),88.0,81
3062,Footlong Hot Subs,"Starting with our new Sunflower Crunch Bread, we stack tender shaved steak and top it with melted Monterey cheddar cheese. Things get smoky when we finish it with our Chipotle Southwest sauce. Limited time only.",NEW Chipotle Cheesesteak on Sunflower Crunch Bread Sub (Footlong),120.0,81
3063,Footlong Cold Subs,The Black Forest Ham has never been better. Load it up with all the crunchy veggies you like on your choice of freshly baked bread.,Black Forest Ham Sub (Footlong),94.0,81
3064,Footlong Cold Subs,"Saddle up & try the fresh-toasted Chicken & Bacon Ranch Melt sandwich. Stuffed with melted Monterey cheddar cheese, tender all-white-meat chicken with seasoning and marinade, crispy bacon, ranch dressing, and your choice of crisp veggies.",Chicken and Bacon Ranch Melt (Footlong),118.0,81
3065,Footlong Cold Subs,"Can't decide what kind of meat you want? Get them all. The Cold Cut Combo is stacked with turkey-based ham, salami and bologna. This combo has a little bit of everything.",Cold Cut Combo Sub (Footlong),91.0,81
3066,Footlong Cold Subs,"This all-time Italian classic is filled with Genoa salami, spicy pepperoni, and Black Forest ham. Get it made the way you say with your favorite veggies on freshly baked bread.",Italian B.M.T.® (Footlong),106.0,81
3067,Footlong Cold Subs,"A Subway® Restaurants favorite. Enjoy Italian style meatballs drenched in irresistible marinara sauce, served on freshly baked bread.",Meatball Marinara Sub (Footlong),92.0,81
3068,Footlong Cold Subs,The Oven Roasted Chicken you love is piled high atop freshly baked bread with your choice of toppings.,Oven Roasted Chicken Sub (Footlong),105.0,81
3069,Footlong Cold Subs,"It’s alright to flip out over our chicken. The Rotisserie-Style Chicken sandwich is made with tender, hand-pulled chicken with seasoning and marinade, and raised without antibiotics. Try it with melted cheese and crisp veggies on freshly baked bread.",Rotisserie-Style Chicken Sub (Footlong),115.0,81
3070,Footlong Cold Subs,"A blend of pepperoni and salami, topped with cheese—try it with hot peppers, or your choice of crisp veggies and condiments served on freshly baked bread.",Spicy Italian Sub (Footlong),94.0,81
3071,Footlong Cold Subs,"The two most elemental, irresistible ingredients in the world - piled high onto freshly baked bread and your choice of crisp veggies.",Steak & Cheese Sub (Footlong),117.0,81
3072,Footlong Cold Subs,"Tender sliced turkey breast, lean roast beef and tasty Black Forest ham come together with your choice of fresh veggies for a flavor fiesta. Try it today on freshly baked bread and experience all the deliciosity.",Subway Club® Sub (Footlong),116.0,81
3073,Footlong Cold Subs,This gourmet specialty is a flavorful blend of tender teriyaki-glazed chicken strips and our own fat-free sweet onion sauce.,Sweet Onion Chicken Teriyaki Sub (Footlong),114.0,81
3074,Footlong Cold Subs,"Our tasty Tuna sandwich is simply sumptuous. Flaked tuna, mixed with mayo, and your choice of veggies, this local favorite can be built to suit your craving.",Tuna Sub (Footlong),105.0,81
3075,Footlong Cold Subs,"Dive into tender turkey breast piled sky-high with everything from lettuce and tomatoes to banana peppers and onion, if you’re feeling spicy.",Turkey Breast Sub (Footlong),106.0,81
3076,Footlong Cold Subs,"Crispy, crunchy and classically delicious. The Veggie Delite® is proof that a veggie sandwich can be high in flavor. Try a delicious combination of lettuce, tomatoes, green peppers, cucumbers and onions with your choice of condiments on freshly baked bread.",Veggie Delite® Sub (Footlong),88.0,81
3077,Footlong Cold Subs,"Starting with our new Sunflower Crunch Bread, we stack tender shaved steak and top it with melted Monterey cheddar cheese. Things get smoky when we finish it with our Chipotle Southwest sauce. Limited time only.",NEW Chipotle Cheesesteak on Sunflower Crunch Bread Sub (Footlong),120.0,81
3078,Breakfast Sandwiches (Footlong),"Start your day in a sizzlin' way with crispy bacon, egg and melty cheese on freshly toasted flatbread or whatever you like. It's hard to imagine this trio of tasty ingredients could get even better, but just wait till you try it with everything from juicy tomatoes to green peppers for a full on flavor free-for-all.",Bacon Egg & Cheese Breakfast Sub,91.0,81
3079,Breakfast Sandwiches (Footlong),"Hello delicious! Enjoy savory ham, melted cheese and egg all on a flatbread or your choice of freshly baked bread. Add your choice of toasty veggies for a tasty way to start the day!","Black Forest Ham, Egg & Cheese Breakfast Sub",91.0,81
3080,Breakfast Sandwiches (Footlong),"No matter what side of the bed you wake up on, you'll love this. Yummy egg with tender and delicious steak. All covered in melty cheese on flatbread or freshly baked bread. Oh, what a beautiful breakfast.","Steak, Egg & Cheese Breakfast Sub",91.0,81
3081,Breakfast Sandwiches (Footlong),A classic for a reason. Our Egg & Cheese is simply delicious. Enjoy a fluffy egg omelet with melted cheese toasted on freshly baked bread or flatbread. It's unbeatable.,Egg & Cheese Breakfast Sub,88.0,81
3082,Signature Wraps,"Who can resist the classic combination of a double portion of tender rotisserie-style chicken with seasoning and marinade, plus lettuce, tomatoes, Monterey cheddar cheese and Caesar dressing all on a spinach wrap? It’s fit for an emperor. Double Meat based on average 6"" sub.",Savory Rotisserie-Style Chicken Caesar Signature Wrap,92.0,81
3197,Sides & Munchies,Served a la carte.,Wagyu Slider,60.0,83
3083,Signature Wraps,"Saddle up with this delicious, tomato basil wrap jam-packed with a hearty portion of steak and your favorite tex-mex flavors like guacamole, jalapeños, Chipotle Southwest sauce, Monterey cheddar cheese, lettuce, tomatoes, onions and peppers.",Chipotle Southwest Steak & Cheese Signature Wrap,92.0,81
3084,Signature Wraps,"The name says it all. A delicious blend of a double portion of turkey breast topped with lettuce, smoky applewood bacon and guacamole on a tomato basil wrap. Double Meat based on average 6"" sub.","Turkey, Bacon & Guacamole Signature Wrap",92.0,81
3085,"Breakfast Sandwiches (6"")","Start your day in a sizzlin' way with crispy bacon, egg and melty cheese on freshly toasted flatbread or whatever you like. It's hard to imagine this trio of tasty ingredients could get even better, but just wait till you try it with everything from juicy tomatoes to green peppers for a full on flavor free-for-all.","Bacon, Egg & Cheese Breakfast Sub (6"")",61.0,81
3086,"Breakfast Sandwiches (6"")","Hello delicious! Enjoy savory ham, melted cheese and egg all on a flatbread or your choice of freshly baked bread. Add your choice of toasty veggies for a tasty way to start the day!","Black Forest Ham, Egg & Cheese Breakfast Sub (6"")",61.0,81
3087,"Breakfast Sandwiches (6"")","No matter what side of the bed you wake up on, you'll love this. Yummy egg with tender and delicious steak. All covered in melty cheese on flatbread or freshly baked bread. Oh, what a beautiful breakfast.","Steak, Egg & Cheese Breakfast Sub (6"")",62.0,81
3088,"Breakfast Sandwiches (6"")",A classic for a reason. Our Egg & Cheese is simply delicious. Enjoy a fluffy egg omelet with melted cheese toasted on freshly baked bread or flatbread. It's unbeatable.,"Egg & Cheese Breakfast Sub (6"")",60.0,81
3089,Beverages,"",Coke Classic,29.0,81
3090,Beverages,"",Diet Coke,29.0,81
3091,Beverages,"",Sprite,29.0,81
3092,Beverages,"",Simply Orange Juice,29.0,81
3093,Beverages,"",Vitamin Water XXX,29.0,81
3094,Beverages,"",Dasani Water,29.0,81
3095,Beverages,"","1% Low Fat Milk",29.0,81
3096,Beverages,"",Gatorade - Fruit Punch,29.0,81
3097,Beverages,"",Gatorade - Cool Blue,29.0,81
3098,Beverages,"",X2 Sport Energy Fruit Punch,36.0,81
3099,Beverages,"",X2 Energy Raspberry,36.0,81
3100,Beverages,"",X2 Energy Strawberry-Kiwi,36.0,81
3101,Beverages,"",Honest Kids Juice®,17.0,81
3102,Fresh Fit for Kids™ Meal,Every kid likes to ham it up once in a while. That’s why they’ll love the taste of our Black Forest Ham and their favorite veggies on freshly baked bread. Fresh apple slices and an ice cold bottle of low-fat milk or Honest Kids make this better-for-you meal a star. Subway Fresh Fit for Kids® meals are prepared in front of you and are not a diet program.,Kid's Black Forest Ham,59.0,81
3103,Fresh Fit for Kids™ Meal,"Kids love the taste of tender turkey breast, freshly baked bread and their favorite veggies. Pair it with apple slices and an ice cold bottle of low-fat milk or Honest Kids and you’ve got a better-for-you meal that’s a big hit with parents and kids alike. Subway Fresh Fit for Kids® meals are prepared in front of you and are not a diet program.",Kid's Turkey Breast,59.0,81
3104,Fresh Fit for Kids™ Meal,Got a kid who loves vegetables above all else? Our Veggie Delite® Kids' meal piles all their favorites on freshly baked bread. Fresh apple slices and an ice cold bottle of low-fat milk  or Honest Kids make for a tasty meal that’s also a better-for-them option. Subway Fresh Fit for Kids® meals are prepared in front of you and are not a diet program.,Kid's Veggie Delite®,59.0,81
3105,Chopped Salads,The Spicy Italian chopped salad features tasty pepperoni and sensational salami. Try one today with everything else your taste buds desire.,Spicy Italian Chopped Salad,88.0,81
3106,Chopped Salads,Get full-on flavor when you try this all-American classic chopped salad. Dive into tender turkey breast piled sky-high with crisp veggies.,Turkey Breast Chopped Salad,97.0,81
3107,Chopped Salads,"Crispy, crunchy and classically delicious. Try a delicious combination of lettuce, tomatoes, green peppers, black olives and onions with your choice of condiments.",Veggie Delite® Chopped Salad,84.0,81
3108,Chopped Salads,Simply delicious. This flavorful salad is packed with savory Black Forest ham and served with your choice of veggies.  Can't beat all that mouthwatering greatness.,Black Forest Ham Chopped Salad,87.0,81
3109,Chopped Salads,"Saddle up & try the Chicken & Bacon Ranch chopped salad. Topped with Monterey cheddar cheese, tender chicken, bacon, lettuce, tomato, onions and green peppers.",Chicken and Bacon Ranch Chopped Salad,102.0,81
3110,Chopped Salads,"Can't decide what kind of meat you want? Get them all. The Cold Cut Combo is stacked with turkey-based ham, salami and bologna. This combo has a little bit of everything.",Cold Cut Combo Chopped Salad,87.0,81
3111,Chopped Salads,"An Italian masterpiece with Genoa salami, pepperoni, and Black Forest ham. Add your favorite veggies and get ready to enjoy.",Italian B.M.T.® Chopped Salad,97.0,81
3112,Chopped Salads,"Oven roasted to perfection and complete with your favorite toppings, from juicy tomatoes to crisp green peppers.",Oven Roasted Chicken Chopped Salad,95.0,81
3113,Chopped Salads,"Our Rotisserie-Style Chicken is made with tender, hand-pulled chicken with seasoning and marinade, and raised without antibiotics. Try it with crisp veggies on a bed of fresh greens.",Rotisserie-Style Chicken Chopped Salad,102.0,81
3114,Chopped Salads,"The two most elemental, irresistible ingredients in the world - piled high on your choice of crisp veggies.",Steak & Cheese Chopped Salad,102.0,81
3115,Chopped Salads,"Tender sliced turkey, lean roast beef and tasty Black Forest ham come together with your choice of veggies for a flavor fiesta.",Subway Club® Chopped Salad,102.0,81
3116,Chopped Salads,"This gourmet specialty is a flavorful blend of tender teriyaki-glazed chicken strips and our own fat-free Sweet Onion sauce, with vegetables of your choice.",Sweet Onion Chicken Teriyaki Chopped Salad,102.0,81
3117,Chopped Salads,"Our tasty tuna salad is simply sumptuous. Flaked tuna, mixed with mayo, and your choice of vegetables, this local favorite can be built to suit your craving.",Tuna Chopped Salad,97.0,81
3198,Sides & Munchies,Served with chipotle aioli.,Cornmeal Jalapeno Calamari,120.0,83
3118,Chopped Salads,"We take Italian-style meatballs, drench them in marinara sauce, and then serve ‘em with your choice of crisp veggies. Buon appetito!",Meatball Marinara Chopped Salad,87.0,81
3119,Chopped Salads,We stack tender shaved steak on greens and top it with Monterey cheddar cheese. Things get smoky when we finish it with our Chipotle Southwest sauce. Limited time only.,Chipotle Cheesesteak Chopped Salad,105.0,81
3120,"6"" Hot Subs","Saddle up & try the fresh-toasted Chicken & Bacon Ranch Melt sandwich. Stuffed with melted Monterey cheddar cheese, tender all-white-meat chicken with seasoning and marinade, crispy bacon, ranch dressing, and your choice of crisp veggies.","Chicken and Bacon Ranch Melt (6"")",80.0,81
3121,"6"" Hot Subs","Can't decide what kind of meat you want? Get them all. The Cold Cut Combo is stacked with turkey-based ham, salami and bologna. This combo has a little bit of everything.","Cold Cut Combo Sub (6"")",65.0,81
3122,"6"" Hot Subs","This all-time Italian classic is filled with Genoa salami, spicy pepperoni, and Black Forest ham. Get it made the way you say with your favorite veggies on freshly baked bread.","Italian B.M.T.® Sub (6"")",75.0,81
3123,"6"" Hot Subs","A Subway® Restaurants favorite. Enjoy Italian style meatballs drenched in irresistible marinara sauce, served on freshly baked bread.","Meatball Marinara Sub (6"")",65.0,81
3124,"6"" Hot Subs",The Oven Roasted Chicken you love is piled high atop freshly baked bread with your choice of toppings.,"Oven Roasted Chicken Sub (6"")",73.0,81
3125,"6"" Hot Subs","A blend of pepperoni and salami, topped with cheese—try it with hot peppers, or your choice of crisp veggies and condiments served on freshly baked bread.","Spicy Italian Sub (6"")",66.0,81
3126,"6"" Hot Subs","The two most elemental, irresistible ingredients in the world - piled high onto freshly baked bread and your choice of crisp veggies.","Steak & Cheese Sub (6"")",80.0,81
3127,"6"" Hot Subs","Tender sliced turkey breast, lean roast beef and tasty Black Forest ham come together with your choice of fresh veggies for a flavor fiesta. Try it today on freshly baked bread and experience all the deliciosity.","Subway Club® Sub (6"")",80.0,81
3128,"6"" Hot Subs",This gourmet specialty is a flavorful blend of tender teriyaki-glazed chicken strips and our own fat-free sweet onion sauce.,"Sweet Onion Chicken Teriyaki Sub (6"")",80.0,81
3129,"6"" Hot Subs","Our tasty Tuna sandwich is simply sumptuous. Flaked tuna, mixed with mayo, and your choice of veggies, this local favorite can be built to suit your craving.","Tuna Sub (6"")",75.0,81
3130,"6"" Hot Subs","Dive into tender turkey breast piled sky-high with everything from lettuce and tomatoes to banana peppers and onion, if you’re feeling spicy.","Turkey Breast Sub (6"")",75.0,81
3131,"6"" Hot Subs","Crispy, crunchy and classically delicious. The Veggie Delite® is proof that a veggie sandwich can be high in flavor. Try a delicious combination of lettuce, tomatoes, green peppers, cucumbers and onions with your choice of condiments on freshly baked bread.","Veggie Delite® Sub (6"")",62.0,81
3132,"6"" Cold Subs","Saddle up & try the fresh-toasted Chicken & Bacon Ranch Melt sandwich. Stuffed with melted Monterey cheddar cheese, tender all-white-meat chicken with seasoning and marinade, crispy bacon, ranch dressing, and your choice of crisp veggies.","Chicken and Bacon Ranch Melt (6"")",80.0,81
3133,"6"" Cold Subs","Can't decide what kind of meat you want? Get them all. The Cold Cut Combo is stacked with turkey-based ham, salami and bologna. This combo has a little bit of everything.","Cold Cut Combo Sub (6"")",65.0,81
3134,"6"" Cold Subs","This all-time Italian classic is filled with Genoa salami, spicy pepperoni, and Black Forest ham. Get it made the way you say with your favorite veggies on freshly baked bread.","Italian B.M.T.® Sub (6"")",75.0,81
3135,"6"" Cold Subs","A Subway® Restaurants favorite. Enjoy Italian style meatballs drenched in irresistible marinara sauce, served on freshly baked bread.","Meatball Marinara Sub (6"")",65.0,81
3136,"6"" Cold Subs",The Oven Roasted Chicken you love is piled high atop freshly baked bread with your choice of toppings.,"Oven Roasted Chicken Sub (6"")",73.0,81
3137,"6"" Cold Subs","A blend of pepperoni and salami, topped with cheese—try it with hot peppers, or your choice of crisp veggies and condiments served on freshly baked bread.","Spicy Italian Sub (6"")",66.0,81
3138,"6"" Cold Subs","The two most elemental, irresistible ingredients in the world - piled high onto freshly baked bread and your choice of crisp veggies.","Steak & Cheese Sub (6"")",80.0,81
3139,"6"" Cold Subs","Tender sliced turkey breast, lean roast beef and tasty Black Forest ham come together with your choice of fresh veggies for a flavor fiesta. Try it today on freshly baked bread and experience all the deliciosity.","Subway Club® Sub (6"")",80.0,81
3140,"6"" Cold Subs",This gourmet specialty is a flavorful blend of tender teriyaki-glazed chicken strips and our own fat-free sweet onion sauce.,"Sweet Onion Chicken Teriyaki Sub (6"")",80.0,81
3141,"6"" Cold Subs","Our tasty Tuna sandwich is simply sumptuous. Flaked tuna, mixed with mayo, and your choice of veggies, this local favorite can be built to suit your craving.","Tuna Sub (6"")",75.0,81
3142,"6"" Cold Subs","Dive into tender turkey breast piled sky-high with everything from lettuce and tomatoes to banana peppers and onion, if you’re feeling spicy.","Turkey Breast Sub (6"")",75.0,81
3143,"6"" Cold Subs","Crispy, crunchy and classically delicious. The Veggie Delite® is proof that a veggie sandwich can be high in flavor. Try a delicious combination of lettuce, tomatoes, green peppers, cucumbers and onions with your choice of condiments on freshly baked bread.","Veggie Delite® Sub (6"")",62.0,81
3144,"Burritos, Wraps and Bowls","Our famous kimchee burrito with brown rice, kimchee, daikon, kiwi and sour cream wrapped in a flour tortilla.",Kimchee Burrito,0.0,82
3145,"Burritos, Wraps and Bowls","Pickled carrots, daikon, mixed greens, spicy garlic aioli, and jalapenos wrapped in a tortilla.",Wrap,0.0,82
3146,"Burritos, Wraps and Bowls","Traditional rice bowl with kimchee, daikon, wasabi coleslaw and seaweed salad.",Brown Rice Bowl,0.0,82
3147,"Burritos, Wraps and Bowls","Traditional bowl with mixed greens, kimchee, daikon, wasabi coleslaw and seaweed salad. ",Mixed Greens Bowl,0.0,82
3148,Smothered Burritos,"Burrito filled with our popular kimchee, brown rice, panko-crusted shredded chicken, and smothered with our decadent, rich savory Japanese curry.",Smothered Burrito with Crispy Chicken,200.0,82
3683,Milk Teas,"",D4. Green Milk Tea,0.0,95
3149,Smothered Burritos,"Burrito filled with our popular kimchee, brown rice, panko-crusted jumbo shrimp, and smothered with our decadent, rich savory Japanese curry.",Smothered Burrito with Shrimp Katsu,220.0,82
3150,Smothered Burritos,"Burrito filled with our popular kimchee, brown rice, panko-crusted wild cod, and smothered with our decadent, rich savory Japanese curry.",Smothered Burrito with Wild Cod Katsu,220.0,82
3151,Smothered Burritos,"Burrito filled with our popular kimchee, brown rice, panko-crusted fresh eggplant, and smothered with our decadent, rich savory Japanese curry.",Smothered Burrito with Eggplant Katsu,180.0,82
3152,Curry Platters,Panko-crusted chicken filets over brown rice with our rich Japanese-style savory curry sauce and wasabi coleslaw.,Curry Platter with Crispy Chicken,210.0,82
3153,Curry Platters,Panko-crusted jumbo shrimp over brown rice with our rich Japanese-style savory curry sauce and wasabi coleslaw.,Curry Platter with Shrimp Katsu,230.0,82
3154,Curry Platters,Panko-crusted fresh wild cod over brown rice with our rich Japanese-style savory curry sauce and wasabi coleslaw.,Curry Platter with Wild Cod Katsu,230.0,82
3155,Curry Platters,Panko-crusted fresh eggplant over brown rice with our rich Japanese-style savory curry sauce and wasabi coleslaw.,Curry Platter with Eggplant Katsu,190.0,82
3156,Fries and More,Basket of fries.,Side of Fries,70.0,82
3157,Fries and More,Fries topped with our famous curry.,Curry Fries,0.0,82
3158,HRD Specials,"Bulgogi beef, shrimp skewer, sunny side egg over brown rice, kimchee, coleslaw, seaweed salad and daikon.",HRD® Surf & Turf,280.0,82
3159,HRD Specials,"spicy pork, onions & cilantro with grandma’s salsa on corn tortilla with a side of chips",Spicy Pork Tacos (2),110.0,82
3160,HRD Specials,"corn tortilla chips, queso cheese sauce, grandma’s salsa with jalapenos & sour cream ",HRD® Nachos,0.0,82
3161,HRD Specials,Chips & Grandma's Salsa,Chips & Salsa,70.0,82
3162,Sides,Small fresh mixed greens.,Mixed Green Salad,70.0,82
3163,Sides,A full side of spicy pork.,Side of Spicy Pork,100.0,82
3164,Sides,A full side of grilled chicken.,Side of Grilled Chicken,100.0,82
3165,Sides,A full side of bulgogi beef.,Side of Bulgogi Beef,120.0,82
3166,Sides,A full side of tofu.,Side of Tofu,90.0,82
3167,Sides,"",Side of Curry Sauce,50.0,82
3168,Drinks,"",Premium Soda,39.0,82
3169,Drinks,"",San Pellegrino,39.0,82
3170,Drinks,"12 oz bottle of water",Bottle of Water,28.0,82
3171,HRD® Signature Sauces,"12 oz. bottle of our famous hot sauce, our most well known and popular hot sauce. Just the right amount of heat, great on all meats and vegetables.",HRD® Signature Hot Sauce,90.0,82
3172,HRD® Signature Sauces,"12 oz. bottle of our famous kimchee aioli, based on our popular kimchee recipe. Adds just a little kick and creaminess to meats and vegetables.",HRD® Kimchee Aioli,90.0,82
3173,HRD® Signature Sauces,"12 oz. bottle of our famous spicy garlic aioli, the latest creation from our chef. Just the right hints of garlic and heat, perfect accompaniment to our katsus.",HRD® Garlic Aioli,90.0,82
3174,HRD® Signature Sauces,"12 oz. bottle of our famous wasabi aioli, rich creamy sauce with that extra kick. Goes great with our bulgogi beef or tuna poke.",HRD® Wasabi Aioli,90.0,82
3175,Beer (Must be 21 to Purchase),Must be 21 to purchase.,Stella Artois,60.0,82
3176,Beer (Must be 21 to Purchase),Must be 21 to purchase.,Lagunitas IPA,60.0,82
3177,Beer (Must be 21 to Purchase),Must be 21 to purchase.,Anchor Steam,60.0,82
3178,Bottle of Wine (Must be 21 to Purchase),Must be 21 to purchase.,Leese - Fitch California Cabernet Sauvignon (Red),420.0,82
3179,Bottle of Wine (Must be 21 to Purchase),Must be 21 to purchase.,PKNT Private Reserve Pinot Noir (Red),420.0,82
3180,Bottle of Wine (Must be 21 to Purchase),Must be 21 to purchase.,Leese - Fitch California Chardonnay (White),420.0,82
3181,Bottle of Wine (Must be 21 to Purchase),Must be 21 to purchase.,PKNT Private Reserve Sauvignon Blanc (White),420.0,82
3182,Weekend Brunch,Your choice of eggs with choice of breakfast meat & toast | Served with breakfast potato wedges,Cowboy Combo,120.0,83
3183,Weekend Brunch,"Your choice of egg with black beans, pico de gallo, avocado, pepper jack and sour cream on corn tortillas | Served with crispy breakfast potato wedges",Huevos Rancheros,130.0,83
3184,Weekend Brunch,Fresh buttermilk biscuits and housemade pork sausage gravy with egg made your way | Served with crispy breakfast potato wedges,Biscuits & Gravy,150.0,83
3185,Weekend Brunch,"Piled with avocado, tomato and housemade hollandaise on english muffin | Served with crispy breakfast potato wedges",Veggie Benedict,150.0,83
3186,Weekend Brunch,"Piled with Canadian bacon, tomato and housemade hollandaise on english muffin | Served with crispy breakfast potato wedges",Classic Benedict,150.0,83
3187,Weekend Brunch,"Piled with our honey chipotle pulled pork, poached egg and housemade hollandaise on english muffin | Served with crispy breakfast potato wedges",Pulled Pork Benedict,150.0,83
3188,Weekend Brunch,Served with sweet basil-lemon butter,Blueberry Griddle Cakes,120.0,83
3189,Weekend Brunch,Egg battered fried ham and Swiss sandwich on Texas toast | Served with Maple Syrup,Monte Christo,120.0,83
3190,Weekend Brunch,"Scrambled egg, apple smoked bacon, arugula, cheddar & chipotle aioli on brioche   'Served a la carte ",Breakfast Sandwich,80.0,83
3191,Weekend Brunch,"Scrambled egg, chorizo, pepper jack, potato, tomato, sour cream, and pico de gallo  'Served a la carte",Breakfast Burrito,120.0,83
3192,Weekend Brunch,"Scrambled egg, avocado, pepper jack, potato, tomato, sour cream, and pico de gallo ' Served a la carte",Veggie Breakfast Burrito,120.0,83
3193,Weekend Brunch,"",Breakfast/Brunch Sides,0.0,83
3194,Sides & Munchies,"",Side of French Fries,40.0,83
3195,Sides & Munchies,"",Side of Garlic Parmesan Fries,50.0,83
3196,Sides & Munchies,"",Side of Sweet Potato Fries,50.0,83
3199,Sides & Munchies,"House-fried Tortilla Chips, Honey Chipotle Pulled Pork, Cheddar, Blue Cheese, Pico de Gallo, Jalapeno",Nachos El Diablo,100.0,83
3200,Sides & Munchies,Served with Ranch,Fried Pickles,40.0,83
3201,Sides & Munchies,Served with Sriracha Mayo,Panko Green Beans,80.0,83
3202,Soups & Salads,"Radish, Parmesan, balsamic and olive oil.",Mixed Greens Salad,0.0,83
3203,Soups & Salads,"Romaine, pico de gallo, avocado, black beans, corn, lime-cilantro dressing, house-fried tortilla chips  ' Vegan? Request no chicken",Southwest Chicken Salad,130.0,83
3204,Soups & Salads,"Baby kale, parmesan, white anchovy fillets and garlic focaccia.",Kale Caesar Salad Lunch,100.0,83
3205,Soups & Salads,"Fish (catch of the day), hard-boiled egg, avocado, green beans, roasted potatoes, kalamata olives, radish, arugula, honey-mustard dressing ' Sorry, no special fish requests",Nicoise Salad,180.0,83
3206,Soups & Salads,"",Chicken Vegetable Rice Soup,70.0,83
3207, A La Carte Burgers,"Prime beef, lettuce, tomato, onion & pickle on Brioche",Brickhouse Burger,100.0,83
3208, A La Carte Burgers,"Lettuce, tomato, onion & pickle on Brioche Bun",Grilled Chicken Burger,100.0,83
3209, A La Carte Burgers,"Lettuce, tomato, onion & pickle on brioche bun",Fried Chicken Burger,100.0,83
3210, A La Carte Burgers,"American Wagyu Beef from our family's cattle ranch, the Bar R Cattle Co",Bar R Burger,150.0,83
3211,Caffeinated,"",Espresso Dopio,28.0,83
3212,Caffeinated,"",Cappuccino,39.0,83
3213,Caffeinated,"Sorry, Decaf not available",Latte,39.0,83
3214,Non-Alcoholic Beverages,"",Perrier Sparkling Water,30.0,83
3215,Non-Alcoholic Beverages,"",San Pallegrino Blood Orange,30.0,83
3216,Non-Alcoholic Beverages,"",San Pallegrino Citrus,30.0,83
